REC_NO,AFFINITY_CARD,CUST_GENDER,AGE,OCCUPATION,CUST_INCOME_LEVEL,CUST_MARITAL_STATUS,HOUSEHOLD_SIZE,YRS_RESIDENCE,PROD_NAME,PROD_CATEGORY,PROD_SUBCATEGORY,PROD_LIST_PRICE,QUANTITY_SOLD,AMOUNT_SOLD,COUNTRY_NAME
811,0,M,51,Transp.,"K: 250,000 - 299,999",Widowed,9+,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
812,0,F,38,Sales,"I: 170,000 - 189,999",Married,4-5,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
813,0,M,51,Crafts,"H: 150,000 - 169,999",Married,3,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
814,1,M,50,Transp.,"G: 130,000 - 149,999",Married,3,6,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
815,0,M,23,Handler,"C: 50,000 - 69,999",NeverM,2,2,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
816,0,F,28,Other,"D: 70,000 - 89,999",Separ.,9+,1,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
817,0,M,28,Sales,"B: 30,000 - 49,999",NeverM,2,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
818,0,M,28,Sales,"B: 30,000 - 49,999",NeverM,2,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
819,0,M,41,Exec.,"H: 150,000 - 169,999",Divorc.,1,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
820,0,M,41,Exec.,"H: 150,000 - 169,999",Divorc.,1,5,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
821,0,F,44,Cleric.,"L: 300,000 and above",Divorc.,9+,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
822,0,F,44,Cleric.,"L: 300,000 and above",Divorc.,9+,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
823,0,F,47,Exec.,"J: 190,000 - 249,999",Widowed,2,8,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
824,0,F,32,Cleric.,"F: 110,000 - 129,999",Married,4-5,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
825,0,F,32,Cleric.,"F: 110,000 - 129,999",Married,4-5,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
826,0,F,57,Sales,"L: 300,000 and above",Separ.,2,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
827,0,F,57,Sales,"L: 300,000 and above",Separ.,2,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
828,0,M,40,Crafts,"F: 110,000 - 129,999",Married,3,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
829,0,M,67,?,"J: 190,000 - 249,999",Married,3,7,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
830,0,F,36,Prof.,"H: 150,000 - 169,999",Divorc.,9+,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
831,0,F,36,Prof.,"H: 150,000 - 169,999",Divorc.,9+,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
832,0,F,36,Prof.,"H: 150,000 - 169,999",Divorc.,9+,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
833,0,F,68,?,"J: 190,000 - 249,999",Married,4-5,7,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
834,0,F,68,?,"J: 190,000 - 249,999",Married,4-5,7,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
835,1,M,52,TechSup,"H: 150,000 - 169,999",Married,3,5,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
836,0,F,18,Other,"B: 30,000 - 49,999",NeverM,1,1,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
837,0,F,18,Other,"B: 30,000 - 49,999",NeverM,1,1,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
838,1,M,65,Sales,"G: 130,000 - 149,999",Married,3,10,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
839,1,M,65,Sales,"G: 130,000 - 149,999",Married,3,10,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
840,0,M,33,Crafts,"H: 150,000 - 169,999",Married,3,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
841,0,M,33,Crafts,"H: 150,000 - 169,999",Married,3,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
842,1,M,50,Prof.,"G: 130,000 - 149,999",Married,3,6,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
843,1,M,47,Prof.,"F: 110,000 - 129,999",Married,3,7,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
844,1,M,33,Transp.,"I: 170,000 - 189,999",Married,3,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
845,1,M,33,Transp.,"I: 170,000 - 189,999",Married,3,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
846,0,M,22,Other,"K: 250,000 - 299,999",NeverM,2,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
847,0,M,22,Other,"K: 250,000 - 299,999",NeverM,2,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
848,0,M,21,Other,"J: 190,000 - 249,999",NeverM,1,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
849,0,M,22,Sales,"L: 300,000 and above",Mabsent,2,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
850,0,M,22,Sales,"L: 300,000 and above",Mabsent,2,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
851,0,F,28,TechSup,"K: 250,000 - 299,999",NeverM,2,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
852,0,M,24,Handler,"J: 190,000 - 249,999",NeverM,2,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
853,0,M,24,Handler,"J: 190,000 - 249,999",NeverM,2,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
854,0,M,75,Sales,"J: 190,000 - 249,999",Divorc.,2,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
855,1,M,45,Sales,"L: 300,000 and above",Married,3,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
856,0,M,67,Crafts,"G: 130,000 - 149,999",Married,3,7,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
857,0,M,67,Crafts,"G: 130,000 - 149,999",Married,3,7,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
858,0,F,50,Sales,"K: 250,000 - 299,999",Divorc.,2,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
859,0,F,20,Prof.,"G: 130,000 - 149,999",NeverM,9+,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
860,0,F,57,Other,"J: 190,000 - 249,999",Divorc.,9+,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
861,1,M,38,Exec.,"I: 170,000 - 189,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
862,0,M,51,Crafts,"F: 110,000 - 129,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
863,0,M,34,Crafts,"L: 300,000 and above",Married,3,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
864,1,M,41,TechSup,"I: 170,000 - 189,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
865,0,M,38,Cleric.,"J: 190,000 - 249,999",NeverM,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
866,0,M,45,Machine,"J: 190,000 - 249,999",Divorc.,9+,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
867,0,F,17,Sales,"J: 190,000 - 249,999",NeverM,1,0,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
868,0,M,24,Other,"G: 130,000 - 149,999",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
869,1,M,41,Exec.,"F: 110,000 - 129,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
870,0,M,23,Sales,"I: 170,000 - 189,999",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
871,0,F,55,Machine,"L: 300,000 and above",Divorc.,2,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
872,1,M,46,Exec.,"H: 150,000 - 169,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
873,0,M,69,TechSup,"F: 110,000 - 129,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
874,0,M,44,TechSup,"F: 110,000 - 129,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
875,0,M,42,Farming,"H: 150,000 - 169,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
876,1,M,49,Sales,"E: 90,000 - 109,999",Divorc.,2,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
877,0,M,53,Machine,"G: 130,000 - 149,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
878,1,M,28,Sales,"G: 130,000 - 149,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
879,0,M,36,Farming,"B: 30,000 - 49,999",NeverM,2,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
880,0,M,21,Other,"K: 250,000 - 299,999",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
881,0,F,42,Exec.,"I: 170,000 - 189,999",NeverM,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
882,0,M,41,Exec.,"F: 110,000 - 129,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
883,0,M,57,Sales,"L: 300,000 and above",Married,3,7,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
884,1,F,44,Prof.,"J: 190,000 - 249,999",Married,4-5,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
885,0,M,46,Exec.,"K: 250,000 - 299,999",Married,3,7,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
886,0,F,18,Cleric.,"B: 30,000 - 49,999",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
887,0,M,22,Prof.,"F: 110,000 - 129,999",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
888,0,M,41,Farming,"B: 30,000 - 49,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
889,0,F,65,Other,"H: 150,000 - 169,999",Widowed,9+,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
890,0,M,28,TechSup,"E: 90,000 - 109,999",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
891,1,F,35,Exec.,"E: 90,000 - 109,999",Married,4-5,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
892,0,M,29,Protec.,"J: 190,000 - 249,999",NeverM,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
893,0,M,26,Cleric.,"F: 110,000 - 129,999",Married,3,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
894,0,F,55,Cleric.,"I: 170,000 - 189,999",Divorc.,2,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
895,0,M,78,?,"A: Below 30,000",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
896,1,M,48,Farming,"E: 90,000 - 109,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
897,0,M,26,Cleric.,"I: 170,000 - 189,999",Married,3,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
898,0,M,48,Crafts,"I: 170,000 - 189,999",Divorc.,2,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
899,0,F,44,Prof.,"D: 70,000 - 89,999",NeverM,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
900,1,F,37,Cleric.,"C: 50,000 - 69,999",Married,4-5,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
901,1,M,44,Prof.,"H: 150,000 - 169,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
902,0,M,19,Handler,"L: 300,000 and above",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
903,0,M,49,Crafts,"H: 150,000 - 169,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
904,0,F,26,Other,"K: 250,000 - 299,999",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
905,0,F,25,TechSup,"J: 190,000 - 249,999",Divorc.,1,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
906,0,M,25,Prof.,"L: 300,000 and above",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
907,0,M,64,?,"K: 250,000 - 299,999",Married,3,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
908,0,F,17,?,"G: 130,000 - 149,999",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
909,0,F,81,House-s,"F: 110,000 - 129,999",Widowed,2,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
910,1,F,35,Exec.,"G: 130,000 - 149,999",Divorc.,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
911,0,M,23,Protec.,"K: 250,000 - 299,999",NeverM,2,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
912,1,M,59,Protec.,"J: 190,000 - 249,999",Separ.,2,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
913,0,F,32,Sales,"K: 250,000 - 299,999",NeverM,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
914,0,F,26,Other,"K: 250,000 - 299,999",NeverM,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
915,0,M,24,Prof.,"L: 300,000 and above",Married,3,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
916,0,F,20,Sales,"L: 300,000 and above",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
917,0,M,47,Prof.,"J: 190,000 - 249,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
918,1,F,35,Sales,"I: 170,000 - 189,999",Married,4-5,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
919,1,M,50,Crafts,"D: 70,000 - 89,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
920,0,F,20,TechSup,"D: 70,000 - 89,999",NeverM,2,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
921,0,M,42,Exec.,"J: 190,000 - 249,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
922,0,F,21,Prof.,"K: 250,000 - 299,999",NeverM,2,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
923,1,M,34,Exec.,"I: 170,000 - 189,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
924,1,M,51,Prof.,"F: 110,000 - 129,999",Married,3,9,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
925,0,M,28,Crafts,"F: 110,000 - 129,999",Separ.,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
926,1,M,26,Transp.,"J: 190,000 - 249,999",Married,3,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
927,1,M,54,Sales,"L: 300,000 and above",Married,3,7,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
928,0,M,50,Crafts,"I: 170,000 - 189,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
929,1,M,36,Transp.,"G: 130,000 - 149,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
930,0,F,46,Cleric.,"E: 90,000 - 109,999",Divorc.,2,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
931,1,M,65,Sales,"J: 190,000 - 249,999",Married,3,7,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
932,1,M,57,Sales,"E: 90,000 - 109,999",Married,3,7,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
933,0,F,57,Cleric.,"L: 300,000 and above",Divorc.,9+,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
934,0,M,38,TechSup,"H: 150,000 - 169,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
935,1,M,32,Exec.,"B: 30,000 - 49,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
936,0,M,48,Exec.,"K: 250,000 - 299,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
937,0,F,22,?,"J: 190,000 - 249,999",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
938,0,F,38,Exec.,"C: 50,000 - 69,999",Divorc.,9+,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
939,0,M,40,Other,"I: 170,000 - 189,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
940,0,M,23,Other,"L: 300,000 and above",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
941,0,M,78,Farming,"C: 50,000 - 69,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
942,0,F,36,Other,"J: 190,000 - 249,999",Divorc.,9+,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
943,0,M,19,Farming,"L: 300,000 and above",NeverM,6-8,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
944,1,M,38,Exec.,"L: 300,000 and above",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
945,0,F,20,Other,"F: 110,000 - 129,999",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
946,0,M,28,Crafts,"J: 190,000 - 249,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
947,0,F,30,TechSup,"D: 70,000 - 89,999",NeverM,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
948,0,M,31,Exec.,"E: 90,000 - 109,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
949,0,F,22,Exec.,"J: 190,000 - 249,999",NeverM,2,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
950,0,M,44,Crafts,"G: 130,000 - 149,999",NeverM,6-8,7,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
951,0,M,34,Crafts,"E: 90,000 - 109,999",NeverM,9+,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
952,0,M,48,Machine,"I: 170,000 - 189,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
953,0,M,47,Crafts,"K: 250,000 - 299,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
954,0,F,23,Exec.,"H: 150,000 - 169,999",Married,4-5,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
955,0,F,21,Other,"L: 300,000 and above",NeverM,1,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
956,0,F,36,Prof.,"J: 190,000 - 249,999",Divorc.,9+,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
957,0,F,40,Other,"B: 30,000 - 49,999",Divorc.,2,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
958,0,F,31,Cleric.,"G: 130,000 - 149,999",Divorc.,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
959,0,M,29,Machine,"H: 150,000 - 169,999",NeverM,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
960,1,F,38,Cleric.,"J: 190,000 - 249,999",Married,4-5,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
961,0,F,29,Other,"G: 130,000 - 149,999",Married,4-5,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
962,0,M,37,Handler,"E: 90,000 - 109,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
963,0,M,42,Prof.,"I: 170,000 - 189,999",Divorc.,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
964,1,F,60,Other,"H: 150,000 - 169,999",Married,4-5,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
965,0,M,29,Machine,"L: 300,000 and above",Married,3,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
966,0,M,40,Sales,"G: 130,000 - 149,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
967,0,M,22,Transp.,"J: 190,000 - 249,999",NeverM,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
968,0,M,36,Crafts,"L: 300,000 and above",Divorc.,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
969,0,M,28,Machine,"J: 190,000 - 249,999",Married,3,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
970,0,M,60,Transp.,"E: 90,000 - 109,999",Married,3,8,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
971,0,F,32,Exec.,"G: 130,000 - 149,999",NeverM,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
972,0,M,18,Other,"L: 300,000 and above",NeverM,1,1,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
973,0,M,40,Prof.,"F: 110,000 - 129,999",NeverM,2,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
974,1,M,58,Prof.,"L: 300,000 and above",Married,3,7,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
975,0,M,24,Handler,"K: 250,000 - 299,999",Married,3,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
976,1,M,49,Prof.,"E: 90,000 - 109,999",Married,3,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
977,0,M,20,Crafts,"L: 300,000 and above",Married,3,2,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
978,0,M,25,Crafts,"E: 90,000 - 109,999",NeverM,1,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
979,0,M,42,Sales,"B: 30,000 - 49,999",Married,3,4,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
980,0,F,32,Handler,"E: 90,000 - 109,999",NeverM,2,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
981,0,F,26,Other,"G: 130,000 - 149,999",NeverM,1,3,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
982,0,M,63,Farming,"D: 70,000 - 89,999",Married,3,8,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
983,0,M,30,Prof.,"B: 30,000 - 49,999",Married,3,6,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
984,0,F,48,Other,"L: 300,000 and above",Widowed,9+,5,External 8X CD-ROM,Peripherals and Accessories,CD-ROM,49.99,1,49.99,USA
